domain,survivor_id,survivor_name,survivor_reason,loser_id,loser_name,loser_people
cummins.com,7653,Cummins,most people (18),55887,Cummins Inc.,2
cumminsaerospace.com,127,Cummins Aerospace,most people (6),65973,Cummins Aerospace,1
currentlighting.com,67495,Current Lighting,most people (8),62531,Current Lighting,5
curtisswright.com,50868,Curtiss-Wright Corporation,has Company Research,6547,curtisswright.in,20
curtisswright.com,50868,Curtiss-Wright Corporation,has Company Research,18801,Curtiss-Wright Controls Defense Solutions,2
curtisswright.com,50868,Curtiss-Wright Corporation,has Company Research,23950,Curtiss-Wright Corporation,3
curtisswright.com,50868,Curtiss-Wright Corporation,has Company Research,62640,Indal Technologies (Curtiss Wright Company),6
curtisswright.com,50868,Curtiss-Wright Corporation,has Company Research,66138,Curtiss-Wright Nuclear Division,6
curtisswright.com,50868,Curtiss-Wright Corporation,has Company Research,68785,Curtiss-Wright Corporation,4
custompower.com,9576,Custom Power,most people (1),67027,Custom Power,1
customvalvesolutions.com,2704,Customvalvesolutions,most people (1),66561,Custom Valve Solutions,1
cuttingdynamics.com,42892,Re:Build Cutting Dynamics,has Company Research,67048,Cutting Dynamics,1
cvbs.com,5200,Central Valley Builders Supply,most people (1),26143,Central Valley Builders Supply;Central Valley,1
cvgairport.com,33299,CVG Airport - Cincinnati/Northern Kentucky International Airport,most people (2),62641,CVG Airport - Cincinnati/Northern Kentucky International Airport,2
cymer.com,14206,"Cymer, LLC.",has Company Research,69090,"Cymer, LLC.",4
cymstar.com,36321,"CymSTAR, LLC",has Company Research,53016,"CymSTAR, LLC",1
cytiva.com,67095,Cytiva,most people (11),16290,Cytiva,7
daikinapplied.com,50702,Daikin Applied Americas,most people (1),68222,Daikin Applied Americas,1
dakotasystems.com,32922,"Dakota Systems, Inc.",most people (2),68855,"Dakota Systems, Inc.",1
dana.com,149,Dana,most people (68),51747,Dana Incorporated,1
dana.com,149,Dana,most people (68),69277,Dana Incorporated,29
danfoss.com,209,Danfoss,most people (4),62908,Danfoss,1
danfoss.com,209,Danfoss,most people (4),66540,Danfoss,1
danfoss.com,209,Danfoss,most people (4),67455,Danfoss,1
danieldefense.com,66660,Daniel Defense,has Company Research,8529,Daniel Defense,6
danieldefense.com,66660,Daniel Defense,has Company Research,67207,Daniel Defense,1
darley.com,67185,Darley,most people (11),8811,DARLEY,5
dartaerospace.com,1405,DART Aerospace,most people (6),69160,DART Aerospace,1
dascoeng.com,13872,Dasco Engineering,most people (5),67080,DASCO Engineering,2
dassaultfalcon.com,4038,Dassault Falcon Jet,most people (1),25785,Dassault Falcon Jet,1
datanyze.com,1298,Datanyze,most people (1),67735,Datanyze,1
davistl.com,11264,"Davis Tool, Inc.",most people (14),67135,Davis Tool,2
daylightsolutions.com,66934,DRS Daylight Solutions,most people (8),30096,Daylight Solutions,2
dbroberts.com,11005,"Heilind Electronics, INC.",most people (1),23001,DB Roberts,1
ddent-usa.com,52994,"D&D Enterprises of Greensboro, Inc.",has Company Research,33305,"D&D Enterprises of Greensboro, Inc.",1
dedrone.com,29995,Dedrone,most people (1),63037,Dedrone by Axon,1
deepfission.com,69163,Deep Fission,has Company Research,65787,Deep Fission,3
dehavilland.com,4736,De Havilland,has Company Research,62758,De Havilland Aircraft of Canada,5
delorean.com,7444,DeLorean Motor Company,most people (2),50006,DeLorean Motor Company,1
deltamachine.com,13968,Delta Machine,most people (1),68769,Delta Machine,1
denso.com,7845,Denso do Brasil - DNBR,most people (3),23615,DENSO,1
dentalez.com,5780,Dentalez,most people (11),19191,DentalEZ Inc.,1
dentalez.com,5780,Dentalez,most people (11),67165,DentalEZ Inc.,5
dentsplysirona.com,7855,Dentsply Sirona,most people (24),67328,Dentsply Sirona,3
dese.com,36341,"DESE Research, Inc.",has Company Research,56917,"DESE Research, Inc.",1
dexcom.com,12218,Dexcom,most people (27),67320,Dexcom,10
dexcom.com,12218,Dexcom,most people (27),67960,Dexcom,5
dhsutherland.com,12733,DH Sutherland,most people (1),68559,DH Sutherland,1
diamondprecision.net,8185,diamondprecision.net,most people (1),20860,Diamond Precision Machine,1
diehl.com,2466,Diehl Aviation,most people (1),62940,Diehl Group,1
ditchwitch.com,20031,Ditch Witch,most people (3),68051,"Charles Machine Works, Inc. (Ditchwitch)",2
dixonvalve.com,17148,Dixon Valve & Coupling,most people (2),13414,Dixon Valve & Coupling Company,1
dkeng.co.uk,66521,D&K Engineering,most people (6),66289,Dkengineering,2
dmflighting.com,11491,DMF Lighting,most people (95),66617,DMF Lighting,2
dmflighting.com,11491,DMF Lighting,most people (95),67115,DMF Lighting,3
dnv.com,47330,Dnv Gl,most people (1),63120,DNV,1
dolby.com,11996,Dolby,most people (1),62676,Dolby Laboratories,1
dominionenergy.com,10268,Dominion Energy Inc,most people (2),24128,Dominion Energy,1
doncasters.com,62987,Doncasters Group,has Company Research,7878,Doncasters Group Ltd,1
doosan.com,5325,Doosan Portable Power,most people (4),18713,Doosan,1
dot.gov,17090,Federal Highway Administration,most people (1),20692,Federal Highway Administration,1
dot.gov,17090,Federal Highway Administration,most people (1),21855,Federal Highway Administration,1
dot.gov,17090,Federal Highway Administration,most people (1),66512,"MD Hydraulics, Inc.",1
dowhydraulics.com,1515,Dow Hydraulic Systems,most people (3),66538,Dow Hydraulics Systems,1
dowty.com,28378,"Dowty, a GE Aerospace company",has Company Research,66207,"Dowty, a GE Aerospace company",1
dr-inc.com,30767,Delta Research,most people (1),66415,Delta Research,1
draeger.com,1643,DrÃ¤ger,most people (8),67322,Dräger,3
draken.aero,17409,Draken,most people (3),4098,FR Aviation Limited,2
draper.com,50921,Draper,has Company Research,34824,Draper Laboratory,8
drgok.com,29070,Delaware Resource Group,has Company Research,52949,Delaware Resource,2
dril-quip.com,69167,Dril-Quip Inc,most people (6),47301,Dril-Quip Inc,3
driveseres.com,299,SERES EV,most people (1),63988,SERES AUTO_USA,1
dssmith.com,63695,Europac Group,most people (1),63734,Total Marketing Support,1
dssmith.com,63695,Europac Group,most people (1),69290,Divsmith,1
ducommun.com,12048,Ducommun Incorporated,has Company Research,65961,Ducommun Incorporated,1
dwtusa.com,69194,"Design West Technologies, Inc.",has Company Research,69196,Design West Technologies Inc.,1
dyellmachine.com,12108,Dyell Machine & Hydraulic Shop,most people (1),21365,Mike Dyell Machine Shop,1
dynapower.com,2673,Dynapower,has Company Research,16770,"Dynapower, Part of Sensata Technologies",2
dynarex.com,5788,Dynarex,most people (1),66583,Dynarex Corporation,1
dynatechintl.com,67012,Dynatech International,most people (6),30220,Dynatech International,3
dynomaxinc.com,65424,Dynomax Inc.,has Company Research,67179,Dynomax,4
dzyne.com,62624,DZYNE Technologies,has Company Research,67110,DZYNE Technologies,2
eaglepicher.com,18796,EaglePicher Technologies,has Company Research,68504,EaglePicher Technologies,3
eagleproducts.us,3661,Eagle Parts & Products,most people (1),67606,"Eagle Parts & Products, Inc.",1
easternshipbuilding.com,47403,Eastern Shipbuilding Group Inc,has Company Research,68585,Eastern Shipbuilding Group Inc,1
eastvalleyprecision.com,11116,East Valley Precision,most people (2),21239,East Valley Precision,2
eaton.com,65126,Eaton,has Company Research,23666,EATON Fuel & Motion Control Systems,3
eaton.com,65126,Eaton,has Company Research,23694,"Eaton Aerospace Group - Cooper Interconnect, Inc.",3
eaton.com,65126,Eaton,has Company Research,66486,Eaton Aerospace OC,52
eaton.com,65126,Eaton,has Company Research,69092,Eaton Aerospace OC,24
eckindustries.com,50888,"Eck Industries, Inc.",has Company Research,36354,"Eck Industries, Inc.",1
eclipse.aero,7783,Eclipse Aerospace,has Company Research,69130,"Eclipse Aerospace, Inc",2
edgeautonomy.io,35022,Jennings Aeronautics LLC,most people (8),67290,Edge Autonomy,2
edl-inc.com,17201,Electronic Development Labs,most people (2),3142,Electronic Development Labs,1
edmontonexchanger.com,26095,Edmonton Exchanger & Manufacturing Ltd.,most people (4),18018,Edmonton Exchanger,1
electroimpact.com,7801,Electroimpact,most people (8),67174,Electroimpact,1
embraer.com,4104,EMBRAER,has Company Research,66052,Embraer,3
emcore.com,611,EMCORE,most people (3),53091,EMCORE Corporation,3
emerson.com,16879,Emerson,most people (60),9353,Emerson,27
emerson.com,16879,Emerson,most people (60),17196,Emerson,2
emerson.com,16879,Emerson,most people (60),17197,Emerson,1
emersonswan.com,2986,Emerson Swan,most people (9),66304,"Emerson Swan, Inc.",8
emjmetals.com,11760,Earle M. Jorgensen Company,most people (43),66831,Earle M. Jorgensen Company,1
emjmetals.com,11760,Earle M. Jorgensen Company,most people (43),69034,"Earle M Jorgenson (Phoenix, AZ)",1
emresearch.com,11469,EM Research,most people (3),66748,"EM Research, Inc.",1
encoregroup.aero,26075,Encoregroup,most people (4),50826,EnCore Interiors,3
encoregroup.aero,26075,Encoregroup,most people (4),67268,Encore Interiors,3
energy.gov,36535,Pantex Plant,has Company Research,22338,U.S. Department of Energy (DOE),1
energyrecovery.com,13847,Energy Recovery Inc,most people (9),67213,Energy Recovery,1
energyrecovery.com,13847,Energy Recovery Inc,most people (9),68731,Energy Recovery Inc,1
energytransfer.com,47314,Energy Transfer LP,most people (4),50779,Energy Transfer,1
energytransfer.com,47314,Energy Transfer LP,most people (4),66639,Energy Transfer,1
energyvault.com,34549,Energy Vault,most people (4),68746,Energy Vault,2
enfinity.global,67191,Enfinity,most people (2),64091,Enfinity Global,1
enflite.com,65540,"Enflite, LLC",has Company Research,36359,"Enflite, LLC",3
enflite.com,65540,"Enflite, LLC",has Company Research,67013,Enflite,2
engineeredcabs.com,26813,Crenlo Engineered Cabs,most people (1),68227,"Crenlo, Inc.                Mn",1
ensco.com,49705,"ENSCO, Inc.",has Company Research,29067,ENSCO Avionics,1
enstall.com,67031,Enstall,most people (5),63616,Enstall,1
enstromhelicopter.com,33329,Enstrom Helicopter Corporation,has Company Research,51687,Enstrom Helicopter,1
entechinst.com,11890,ENTECH INSTRUMENTS INC.,most people (3),22777,Entech Instruments,2
enterpriseproducts.com,4902,Enterprise Products Partners L.P.,most people (2),66545,Enterprise Products,1
eosdsusa.com,36363,"EOS Defense Systems USA, Inc.",has Company Research,50891,EOS Defense Systems USA,1
epirusinc.com,11294,Epirus,has Company Research,69119,Epirus,3
eppendorf.com,66898,Eppendorf,most people (7),68572,Eppendorf,2
epsilonsystems.com,49711,"Epsilon Systems Solutions, Inc.",has Company Research,33332,Epsilon C5I,3
eptam.com,23118,"EPTAM Precision Solutions, Inc.",has Company Research,11161,Eptam,2
ericksoninc.com,146,Erickson Inc.,most people (16),65436,Erickson Incorporated,1
ericksoninc.com,146,Erickson Inc.,most people (16),66997,Erickson Incorporated,3
eriez.com,49658,Eriez Manufacturing Co,most people (18),67246,Eriez,1
erwinfab.com,21655,Erwin Custom Fabrication,most people (1),21737,Erwin Custom Fabrication,1
esi.com,2761,MKS Instruments,most people (4),64457,ESI an MKS Brand,1
essinc.com,12732,ESS,most people (9),67100,ESS Tech,2
etac.com,68484,Etac,has Company Research,23665,Convaid/R82,2
ethic-tech.com,36367,"Ethic Tech, LLC",most people (1),52970,"Ethic Tech, LLC",1
eurostampa.com,35398,Eurostampa North America Inc.,most people (3),63740,EUROSTAMPA,1
evapco.com,32654,"EVAPCO, Inc.",most people (2),64230,"EVAPCO, Inc.",1
exac.com,1353,Exactech,most people (6),68726,Exactech,1
exprogroup.com,69143,Expro,most people (12),47309,Expro,8
faa.gov,35054,Turman Darrow Moore and Associates Aerospace,most people (4),50728,Federal Aviation Administration,4
facetmed.com,2468,Facet,most people (2),51250,Facet Technologies LLC,1
fagus-grecon.com,19311,Fagus-GreCon Greten GmbH & Co. KG,most people (1),26164,Fagus-GreCon Greten GmbH & Co. KG;GreCon,1
farmerseq.com,5199,Farmers Equipment,most people (1),26144,Farmers Equipment;Farmers Equipment,1
farsounder.com,5431,FarSounder,most people (1),26148,FarSounder Inc,1
farweststeel.com,11653,Farwest Steel,most people (4),64464,Farwest Steel Corporation,1
fastenal.com,67425,Fastenal,most people (2),3614,Fastenal,1
fedtech.com,486,FedTech Inc,most people (2),68318,"Fedtech, Inc.",1
feldmeier.com,6413,Feldmeier Equipment,most people (3),19755,"Feldmeier Equipment, Inc.",1
ferrotec.com,11703,Ferrotec,has Company Research,69115,Ferrotec,4
fescorp.com,36019,Frontier Electronic Systems,has Company Research,67131,Frontier Electronic Systems,1
ff.com,14065,Faraday & Future Inc,most people (13),67083,Faraday Future,2
fibertek.com,49723,"Fibertek, Inc.",has Company Research,36376,"Fibertek, Inc.",1
filtrationgroup.com,32732,Filtration Group,most people (7),67380,Filtration Group,2
finelite.com,67189,Finelite,most people (2),65317,Finelite,1
finelite.com,67189,Finelite,most people (2),67518,Finelite,1
firstbrandsgroup.com,34078,First Brands Group - EMEA,most people (1),51806,First Brands Group -  UK,1
firstsolar.com,36066,FIRST SOLAR,most people (20),69110,FIRST SOLAR,15
flex.com,66158,Flex International USA Inc,most people (2),67783,Flex,2
flexiv.com,30969,Flexiv,most people (1),64264,Flexiv Robotics,1
flextronics.com,13841,Flex International USA Inc,most people (54),69091,Flex International USA Inc,25
flir.com,5818,Teledyne FLIR,has Company Research,66925,Teledyne FLIR,8
flowserve.com,26072,Flow Serve,most people (41),68677,FLOWSERVE FLOW SOLUTIONS DIVIS,30
flowserve.com,26072,Flow Serve,most people (41),69291,Flowserve Canada,4
flytucson.com,50823,Tucson Airport Authority,most people (2),31108,Tucson International Airport,1
fmindustries.com,12168,FM Industries,most people (5),66752,FM Industries,1
fnal.gov,65326,Fermilab,most people (9),66496,Fermilab,8
fnamerica.com,67498,FN America,most people (15),20657,FN America,2
fnamerica.com,67498,FN America,most people (15),67251,FN America,7
fortemtech.com,32791,Fortem Technologies,most people (10),68848,Fortem Technologies,1
fortive.com,46970,Fluke Health Solutions,most people (5),55894,Fortive,3
foxconn.com,67435,Foxconn,most people (2),50727,Foxconn,1
foxthermal.com,19286,Fox Thermal,most people (1),66571,"Fox Thermal Instruments, Inc",1
fpec.com,6431,FPEC,most people (1),19777,Food Processing Equipment,1
franklin-electric.com,68518,Franklin Electric,most people (10),68592,Franklin Electric,1
frasersteel.com,33075,Fraser Steel Company,most people (1),67629,Fraser Steel Company,1
freeflightsystems.com,36396,FreeFlight Systems,has Company Research,68796,FreeFlight Systems,1
fresenius-kabi.com,50746,Fresenius Kabi,most people (2),50745,Fresenius Kabi USA,1
freudenbergmedical.com,51522,Freudenberg Medical,has Company Research,8171,Freudenberg Medical LLC,2
frontlinebldg.com,24169,FrontLine Bldg. Products Inc.,most people (1),24233,FrontLine Bldg. Products Inc.,1
ftidefense.com,36397,FTI - Frontier Technology Inc,has Company Research,53076,FTI Defense - Frontier Technology Inc.,1
futuremetals.com,68969,"FUTURE METALS, INC.",most people (10),68684,Future Metals,3
ga-asi.com,1732,General Atomics Aeronautical Systems,most people (1),66241,remotely piloted aircraft,1
ga-si.com,13816,General Atomics Systems Integration,most people (5),18805,GA-SI,1
ga.com,12173,General Atomics,has Company Research,65983,General Atomics,1
galvion.com,29099,Galvion,has Company Research,67309,Galvion,1
garlock.com,7957,Garlock Singapore PTE LTD,most people (5),20641,Garlock,2
garmin.com,31013,Garmin,most people (31),66310,Garmin,2
gates.com,62544,Gates Corporation,most people (4),217,Gates,1
gd-ots.com,14060,General Dynamics Corp,has Company Research,67400,General Dynamics Ordnance and Tactical Systems,32
gd.com,4029,General Dynamics,has Company Research,67333,GENERAL DYNAMICS,15
gdeb.com,50928,General Dynamics Electric Boat,has Company Research,7652,GD Electric Boat,23
gdkfoods.com,772,Grecian Delight Foods,most people (4),65951,Grecian Delight | Kronos Foods,1
gdls.com,2578,General Dynamics Land Systems,has Company Research,67372,General Dynamics Land Systems,8
gdmissionsystems.com,67339,General Dynamics Mission Systems,has Company Research,65958,General Dynamics Mission Systems,2
ge.com,13391,General Electric Company,has Company Research,50709,GE,3
gea.com,47363,GEA Group Aktiengesellschaft,most people (7),62966,GEA Group,1
geaerospace.com,35023,GE Aerospace,has Company Research,66986,GE Aerospace,117
geater.com,20885,"Geater Machining and Manufacturing, Co.",most people (1),33368,"Geater Machining and Manufacturing, Co.",1
gehealthcare.com,5750,GE Healthcare,has Company Research,66855,GE HealthCare,34
gene.com,14196,Genentech,most people (12),68787,Genentech,1
generac.com,67358,Generac,most people (17),67770,Generac,5
generalkinematics.com,33107,General Kinematics Vibrating Equipment,most people (3),67520,General Kinematics Vibrating Equipment,1
genesis.com,6987,Genesis,most people (1),63035,Genesis Motor America,1
genesisesi.com,50834,"Genesis Engineering Solutions, Inc.",has Company Research,33369,"Genesis Engineering Solutions, Inc.",2
genesisesi.com,50834,"Genesis Engineering Solutions, Inc.",has Company Research,67096,Genesis Engineering Solutions,3
genpt.com,16750,NAPA Auto Parts,most people (9),3529,Genuine Parts,3
gentex.com,38042,Gentex Corporation,most people (29),67371,Gentex Corporation,7
gentexcorp.com,36404,Gentex Corp.,has Company Research,67101,Gentex Corporation,6
genwater.com,17558,"General Water Technologies, INC.",most people (3),4325,general-water,1
getinge.com,30277,Getinge,has Company Research,68806,Getinge,1
ghostrobotics.io,38039,Ghost Robotics,most people (5),68762,Ghost Robotics,1
gipathfinder.com,56315,Neptune Medical,most people (1),69210,Neptune Medical,1
giwx.net,66943,Gunderson Marine,most people (3),69238,Gunderson Marine & Iron,1
global.weir,47342,The Weir Group PLC,most people (11),19971,ESCO Corporation,5
globalpm.com.my,66069,Global Pacific Manufacturing,most people (2),14190,Global Pacific Manufacturing,1
gm.com,7866,General Motors Company,most people (7),19131,General Motors,2
gm.com,7866,General Motors Company,most people (7),50715,General Motors,5
gmdefensellc.com,1169,GM Defense,has Company Research,67028,GM Defense,6
gmnameplate.com,56100,Formerly known as GM Nameplate - Closed,most people (2),24501,GM Nameplate,1
goallclear.com,33002,AllClear Aerospace & Defense,has Company Research,25976,AllClear Aerospace & Defense,1
goodrich.com,61005,Goodrich,has Company Research,50832,Goodrich,1
gopro.com,11309,"GoPro, Inc.",most people (2),62677,GoPro,1
gopro.com,11309,"GoPro, Inc.",most people (2),67304,GoPro,1
grace.com,10651,GRACE,most people (5),50848,W. R. Grace,2
greenheck.com,50739,Greenheck,most people (4),3542,Greenheck Fans,1
greenpointmetals.com,30751,Greenpoint Metals,most people (1),68082,"Greenpoint Metals, Inc.",1
greif.com,33725,Twin Disc,most people (6),50853,Greif,2
grotecompany.com,6144,Grote,most people (4),67809,Grote Company,1
gsedynamics.com,33382,"GSE DYNAMICS, INC.",has Company Research,52901,"GSE DYNAMICS, INC.",1
gtefficiency.com,30695,Gas Turbine Efficiency,most people (1),69180,Gas Turbine Efficiency,1
gustavopreston.com,33787,Gustavo Preston Company,most people (2),21864,Gustavo Preston Company,1
gvbbiopharma.com,10660,GVB Biopharma,most people (1),66741,GVB Biopharma,1
h2scan.com,5771,H2scan,most people (3),63890,H2scan Corporation,1
haascnc.com,11807,"Haas Automation, Inc.",most people (84),21052,"Haas Automation, Inc.",1
haguewater.com,17546,Hague Quality Water International,most people (2),4146,Hague Quality Water,1
haigh-farr.com,36412,"Haigh-Farr, Inc.",most people (1),67019,Haigh-Farr,1
hanwhaaerospaceusa.com,33386,Hanwha Aerospace USA,has Company Research,50814,Hanwha Aerospace USA,2
harbingermotors.com,30144,Harbinger Motors Inc,most people (1),63063,Harbinger,1
harcosemco.com,67254,HarcoSemco,most people (4),25936,HarcoSemco,3
harcosemco.com,67254,HarcoSemco,most people (4),69158,HarcoSemco,1
harley-davidson.com,67361,HARLEY-DAVIDSON,most people (18),3730,Harley-Davidson,3
harley-davidson.com,67361,HARLEY-DAVIDSON,most people (18),51739,Harley-Davidson Motor Company,3
harmonycastings.com,13712,Harmony Castings,most people (4),66743,"Harmony Castings, LLC",1
hartmann.info,2300,HARTMANN,most people (2),51245,Paul Hartmann AG,1
hartwellcorp.com,125,Hartwell Corporation,most people (14),69079,Hartwell Corporation,2
hartwellcorp.com,125,Hartwell Corporation,most people (14),69150,Hartwell,2
hartzellprop.com,50825,Hartzell Propeller,has Company Research,33387,"Hartzell Propeller, Inc.",1
hartzellprop.com,50825,Hartzell Propeller,has Company Research,67204,Hartzell Propeller,2
haskel.com,11716,Haskel International,most people (12),68915,Haskel,5
heads-up.com,67015,Heads Up Technologies,most people (3),33388,Heads Up Technologies,2
heico.com,67346,HEICO,has Company Research,15706,HEICO,1
heico.com,67346,HEICO,has Company Research,62575,HEICO,1
heliogen.com,7716,Heliogen Inc,most people (6),69165,Heliogen Inc,1
heratechnologies.com,10931,Hera Technologies,most people (2),66750,Hera Technologies,1
herkules.us,68221,Herkules Equipment Corp.,most people (2),12780,Herkules Equipment,1
herouxdevtek.com,31009,Heroux Devtek,has Company Research,66539,Héroux-Devtek,1
hexcel.com,1966,Hexcel Corporation,has Company Research,49706,Hexcel Corporation,18
hii.com,20644,Huntington Ingalls Industries,has Company Research,66001,HII,1
hii.com,20644,Huntington Ingalls Industries,has Company Research,66457,"Newport News Shipbuilding, A Division of HII",12
hii.com,20644,Huntington Ingalls Industries,has Company Research,66460,INGALLS SHIPBUILDING,1
hillmangroup.com,18821,The Hillman Group,most people (2),5460,Paulin Industries,1
hillrom.com,3450,HillRom,has Company Research,68774,Hillrom,2
hilti.com,11067,Hilti Inc,has Company Research,23065,Hilti North America,1
hitachi-hightech.com,66866,Hitachi High-Tech,most people (6),68837,Hitachi High-Tech Corporation,1
hitachi.com,66865,Hitachi,most people (10),68846,Hitachi,1
hitem.com,1242,Hi-Tem,most people (1),59983,Hi-Tech Electronic Manufacturing Corporation (HiTEM),1
hmdunn.com,3033,HM Dunn AeroSystems,most people (8),67173,HM Dunn AeroSystems,5
hms-networks.com,63810,HMS Networks,most people (1),64110,HMS Networks,1
holley.com,15780,Holley,most people (1),63985,Holley,1
hollister.com,2235,Hollister,most people (2),51239,Hollister Incorporated,1
hologic.com,16282,Hologic,most people (175),53826,Hologic Inc,5
holtecinternational.com,68730,Holtec International,most people (18),46935,Holtec International,15
honda.com,56120,American Honda Motor Company,most people (3),51722,"American Honda Motor Company, Inc.",1
honda.com,56120,American Honda Motor Company,most people (3),51727,"Honda of America Mfg., Inc.",1
honest.com,56122,The Honest Company,most people (2),31383,Honest,1
honeywell.com,4761,Honeywell Aerospace,has Company Research,49626,Honeywell Aerospace (AZ),4
honeywell.com,4761,Honeywell Aerospace,has Company Research,66837,Honeywell,63
hopenergy.com,4250,HOP Energy,most people (2),66726,HOP Energy LLC,1
horiba.com,12271,HORIBA,has Company Research,23678,HORIBA,7
horiba.com,12271,HORIBA,has Company Research,66903,HORIBA,3
hovo.com,2664,hovo,most people (4),26053,Hollingsworth & Vose,1
howmet.com,4180,Howmet Aerospace,has Company Research,43841,Howmet Aerospace,1
howmet.com,4180,Howmet Aerospace,has Company Research,67345,Howmet Aerospace,3
howmet.com,4180,Howmet Aerospace,has Company Research,68560,Howmet Aerospace,2
howmet.com,4180,Howmet Aerospace,has Company Research,69199,Howmet Aerospace,1
hubbell.com,13535,Hubbell Power Systems,most people (10),67781,Hubbell Incorporated,1
hughes.com,44973,Hughes Network Systems,has Company Research,51497,Hughes,4
hughes.com,44973,Hughes Network Systems,has Company Research,68814,Hughes,1
hurley.com,62679,Hurley,most people (1),67296,Hurley,1
hutchinsonai.com,34036,Hutchinson Aerospace and Industry,most people (12),66586,Hutchinson Aerospace and Industry,1
hutchinsonai.com,34036,Hutchinson Aerospace and Industry,most people (12),69127,Hutchinson Aerospace and Industry,6
hvlgroup.com,24248,Hudson Valley Lighting Group,most people (1),63911,Hudson Valley Lighting Group,1
hydrafacial.com,13961,HydraFacial,most people (18),67301,The HydraFacial,1
hydraflow.com,12059,Hydraflow,most people (9),66833,Hydraflow,1
i3-corps.com,4049,Integration Innovation,most people (1),64286,"Integration Innovation, Inc.",1
ichorsystems.com,69097,Ichor Systems,most people (46),12265,Ichor Systems,34
ichorsystems.com,69097,Ichor Systems,most people (46),68737,"Ichor Systems, Inc.",4
icisrvcs.com,36427,ICI Services Corporation,most people (1),68782,ICI Services Corporation,1
iconaircraft.com,13881,ICON Aircraft Inc,most people (9),67158,ICON Aircraft,1
icumed.com,8148,ICU Medical,most people (31),50675,ICU Medical,1
idahoan.com,998,Idahoan Foods,most people (4),66325,Idahoan Foods,1
idexcorp.com,67355,IDEX,most people (17),13939,Liquid Controls,1
idexx.com,13480,"IDEXX Laboratories, Inc.",has Company Research,69204,IDEXX,1
idsplc.com,2296,Immunodiagnostic Systems,most people (1),51341,Immunodiagnostic Systems (IDS),1
idtdna.com,1168,Integrated DNA Technologies,most people (11),68844,Integrated DNA Technologies,2
iemfg.com,29331,Industrial Electric Mfg. (IEM),most people (2),69201,IEM LLC,1
ilcdover.com,29058,ILC Dover,most people (1),69202,ILC Dover,1
imdb.com,16063,IMDb.com,most people (1),24587,U-Turn 2);RE: Philadelphia Gear RFQ 2-21-23;RE: Capy RFQ C1079 - Threshold Large;FW: Capy RFQ C1102 - Bardex - SuperDuplex;RE: Capy RFQ C1169 - 7095A Boot;Fwd: RFQ A0054001,1
imdb.com,16063,IMDb.com,most people (1),52496,U-Turn 2);RE: Philadelphia Gear RFQ 2-21-23;RE: Capy RFQ C1079 - Threshold Large;FW: Capy RFQ C1102 - Bardex - SuperDuplex;RE: C,1
impakcorporation.com,19863,IMPAK,most people (1),59940,IMPAK Corporation,1
incora.com,2716,Incora,most people (11),26054,Incora,1
incora.com,2716,Incora,most people (11),49633,Incora,1
incora.com,2716,Incora,most people (11),67412,Incora,1
industrynet.com,20902,"Manufacturers' News, Inc.",most people (1),35420,"Fidelity Manufacturing, LLC",1
inficon.com,32109,INFICON,most people (21),68232,INFICON,1
ingersollrand.com,65133,Ingersoll Rand Compressor Systems & Services,most people (17),20152,Ingersoll Rand Air Compressors,1
ingersollrand.com,65133,Ingersoll Rand Compressor Systems & Services,most people (17),68054,Ingersoll Rand Seattle,1
inmodemd.com,2641,Inmodemd,most people (1),64086,InMode,1
innomarkinc.com,12378,"InnoMark,",most people (2),13,InnoMark Inc.,1
innovative-ss.com,67108,Innovative Solutions and Support,most people (4),33412,Innovative Solutions & Support,2
inplace.com,8747,In-Place Machining,most people (1),69288,In-Place Machining Company,0
inrock.com,15912,Inrock,most people (2),25710,Inrock Drilling Systems Inc,1
insitu.com,7568,Insitu Inc,has Company Research,66305,Insitu Inc,4
integer.net,1354,Integer Holdings,most people (15),50691,Integer Holdings Corporation,3
integer.net,1354,Integer Holdings,most people (15),50711,Integer Holdings Corporation,1
integer.net,1354,Integer Holdings,most people (15),56113,Integer Holdings Corporation,1
integer.net,1354,Integer Holdings,most people (15),67761,Integer Holdings Corporation,1
intellipower.com,27674,IntelliPower (A me tek),most people (7),68861,"AMETEK IntelliPower, Inc.",1
interoceansystems.com,11904,"InterOcean Systems, LLC",most people (8),66631,"InterOcean Systems, LLC",1
intervala.com,28955,"Intervala, LLC",has Company Research,67536,"Intervala, LLC",2
intuitive.com,14264,"Intuitive Surgical, Inc.",has Company Research,66941,Intuitive,20
intuitivemachines.com,36441,Intuitive Machines,has Company Research,69261,Intuitive Machines,1
ipdparts.com,457,IPD,most people (1),14661,"IPD (Industrial Parts Depot, LLC)",1
ipec-inc.com,6146,Ipec-Inc,most people (1),19536,"Integrated Process Engineers & Constructors, Inc. (IPEC)",1
ipgphotonics.com,1676,IPG Photonics,most people (3),63530,IPG Laser GmbH & . KG,1
ips.co,66553,Integrated Power Services,most people (2),50750,Integrated Power Services,1
iptsb.com,52923,Integrated Procurement Technologies,has Company Research,29169,Integrated Procurement Technologies,1
iristechnology.com,29219,Iris Technology,most people (4),67067,Iris Technology,2
isolatek.com,47694,Isolatek International,most people (2),68830,Isolatek International,1
itape.com,10289,IPG,most people (3),67780,IPG,1
itt.com,28450,itt.com,has Company Research,8161,ITT Inc. Cannon and Koni Brands,34
